Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
573.0,400.0,140.0,FL,LGA,MKE,6,0
254.0,360.0,130.0,FL,FNT,ATL,4,0
2548.0,955.0,160.0,AA,MCO,JFK,6,0
7277.0,1065.0,73.0,YV,IAD,ROC,5,0
69.0,370.0,119.0,FL,IAD,ATL,3,0
6485.0,1114.0,79.0,OO,SFO,PSP,4,0
162.0,865.0,249.0,FL,SJU,ATL,3,0
3854.0,425.0,115.0,9E,MSP,CLE,3,0
5057.0,705.0,56.0,EV,LIT,MEM,7,0
675.0,725.0,172.0,AS,DEN,SEA,5,0
388.0,449.0,244.0,UA,TPA,DEN,3,0
6231.0,433.0,60.0,OO,PDX,OTH,4,0
5576.0,1041.0,85.0,EV,ATL,JAN,3,0
425.0,370.0,200.0,F9,ATL,DEN,5,0
1701.0,695.0,76.0,US,CLT,DCA,5,0
5898.0,1059.0,116.0,XE,ROA,ORD,1,0
462.0,657.0,179.0,B6,RSW,BOS,6,0
3806.0,616.0,118.0,9E,MCI,DTW,6,0
2017.0,450.0,165.0,XE,EWR,ORD,3,0
2034.0,1220.0,163.0,DL,ATL,MSP,4,0
72.0,460.0,120.0,FL,FLL,ATL,3,0
6844.0,533.0,52.0,OO,DEN,HDN,1,0
458.0,775.0,165.0,CO,IAH,DCA,6,0
4760.0,780.0,104.0,OO,PSP,SLC,6,0
2612.0,1087.0,69.0,YV,CHS,CLT,3,0
7109.0,517.0,120.0,EV,IAD,HSV,2,0
6412.0,1351.0,88.0,OO,SFO,EUG,5,0
773.0,485.0,230.0,FL,LAS,ATL,7,0
3900.0,725.0,125.0,MQ,ORD,BDL,7,0
4121.0,785.0,115.0,MQ,ORD,TRI,6,0
113.0,376.0,35.0,HA,HNL,LIH,5,0
3921.0,1010.0,120.0,MQ,MEM,ORD,2,0
2832.0,1165.0,92.0,YV,BFL,PHX,7,0
166.0,740.0,38.0,HA,HNL,OGG,2,0
1001.0,660.0,176.0,DL,BOS,ATL,5,0
6629.0,330.0,69.0,OH,GRR,DTW,2,0
6423.0,460.0,118.0,OH,DTW,BDL,4,0
402.0,625.0,97.0,FL,ATL,IND,6,0
2888.0,1150.0,95.0,XE,CLE,BOS,4,0
1106.0,740.0,100.0,WN,OAK,PDX,2,0
1697.0,730.0,145.0,US,IAH,CLT,5,0
791.0,621.0,105.0,UA,DEN,DSM,4,0
456.0,551.0,145.0,UA,MSP,DEN,7,0
3056.0,1140.0,95.0,WN,MHT,BWI,2,0
2720.0,695.0,125.0,MQ,DSM,DFW,3,0
1498.0,420.0,174.0,DL,FLL,LGA,3,0
679.0,430.0,227.0,US,STL,PHX,6,0
7011.0,506.0,141.0,OO,LAX,PDX,3,0
173.0,1075.0,397.0,B6,JFK,SJC,5,0
4110.0,450.0,145.0,MQ,MDT,ORD,4,0
799.0,1090.0,165.0,F9,DEN,PDX,5,0
3602.0,925.0,100.0,MQ,CHS,MIA,6,0
1592.0,390.0,115.0,US,ATL,PHL,4,0
1489.0,735.0,180.0,WN,ISP,PBI,7,0
1340.0,490.0,95.0,WN,MCO,RDU,5,0
2882.0,935.0,175.0,WN,TPA,MHT,3,0
862.0,640.0,80.0,WN,MDW,BNA,3,0
1651.0,665.0,208.0,DL,MSP,LAS,5,0
1123.0,490.0,144.0,US,ALB,CLT,5,0
1795.0,655.0,305.0,DL,ATL,SNA,2,0
1925.0,1065.0,170.0,AA,DFW,SLC,4,0
890.0,709.0,326.0,UA,LAX,JFK,2,0
1105.0,1005.0,92.0,CO,BOS,EWR,7,0
2040.0,990.0,91.0,US,DCA,BOS,6,0
553.0,489.0,195.0,B6,EWR,RSW,7,0
191.0,935.0,320.0,US,PHL,PHX,6,0
468.0,590.0,85.0,WN,RNO,PDX,7,0
5302.0,646.0,113.0,EV,ATL,MDT,2,0
6265.0,1054.0,88.0,OO,DEN,SLC,1,0
1155.0,890.0,150.0,FL,RSW,IND,2,0
439.0,815.0,175.0,AA,RSW,DFW,6,0
2570.0,375.0,119.0,DL,LAX,SLC,6,0
1165.0,435.0,100.0,DL,RDU,ATL,7,0
1433.0,645.0,160.0,DL,ATL,AUS,5,0
6554.0,751.0,143.0,OH,DCA,STL,6,0
1621.0,955.0,105.0,WN,LAX,ABQ,5,0
1807.0,575.0,260.0,AA,EWR,DFW,3,0
70.0,1180.0,115.0,FL,FLL,ATL,3,0
2024.0,1155.0,116.0,DL,ATL,BWI,3,0
5272.0,390.0,79.0,EV,MOB,MEM,7,0
6837.0,588.0,62.0,OO,DRO,DEN,6,0
4004.0,380.0,80.0,MQ,CVG,ORD,5,0
2281.0,390.0,102.0,XE,PNS,IAH,7,0
6999.0,848.0,118.0,OO,MAF,DEN,4,0
6622.0,1175.0,109.0,OH,MEM,ORD,5,0
2287.0,970.0,179.0,XE,EWR,MEM,1,0
7021.0,488.0,43.0,OO,LAX,CLD,4,0
5568.0,661.0,104.0,EV,ATL,PIT,3,0
327.0,595.0,72.0,US,LAS,PHX,4,0
916.0,470.0,296.0,UA,SEA,IAD,6,0
252.0,690.0,185.0,DL,FLL,DTW,7,0
512.0,870.0,159.0,AS,SEA,SNA,1,0
3239.0,560.0,185.0,MQ,CMH,DFW,7,0
2307.0,525.0,60.0,WN,IND,MDW,5,0
4340.0,725.0,110.0,9E,TPA,RDU,4,0
526.0,420.0,130.0,FL,TPA,BWI,1,0
3800.0,1050.0,124.0,9E,PHF,ATL,2,0
1172.0,565.0,205.0,AA,PHX,ORD,5,0
5540.0,650.0,112.0,EV,ATL,SHV,6,0
1121.0,440.0,300.0,DL,BWI,SLC,3,0
273.0,810.0,154.0,US,PHX,IAH,3,0
311.0,474.0,280.0,UA,EWR,DEN,3,0
810.0,990.0,92.0,FL,BOS,BWI,5,0
888.0,660.0,95.0,UA,SFO,LAX,4,0
393.0,515.0,157.0,US,LAS,DFW,7,0
1204.0,1280.0,67.0,US,DCA,SYR,2,0
187.0,1235.0,364.0,DL,JFK,LAS,7,0
4148.0,595.0,95.0,MQ,OMA,ORD,4,0
278.0,1375.0,308.0,B6,SFO,FLL,4,0
58.0,444.0,121.0,UA,ROC,ORD,4,0
1448.0,640.0,105.0,AA,ORD,DCA,6,0
1081.0,1175.0,111.0,DL,ATL,PBI,2,0
7304.0,888.0,107.0,YV,JAX,IAD,7,0
1694.0,840.0,100.0,AA,DFW,BNA,4,0
1864.0,785.0,141.0,DL,MSP,DCA,6,0
7002.0,1260.0,164.0,OO,LAX,SEA,3,0
2944.0,965.0,94.0,XE,IAH,MEM,7,0
344.0,850.0,122.0,AS,SEA,OAK,5,0
1874.0,575.0,200.0,AA,DFW,EWR,1,0
7258.0,410.0,140.0,YV,SYR,ORD,3,0
1253.0,1255.0,355.0,AA,MIA,LAX,5,0
5110.0,1310.0,85.0,EV,ATL,EVV,4,0
1482.0,450.0,160.0,AA,SJU,MIA,1,0
1624.0,1215.0,124.0,US,CLT,ORD,2,0
2133.0,1285.0,138.0,XE,IAH,COS,2,0
2075.0,783.0,119.0,XE,ABQ,IAH,2,0
1267.0,457.0,235.0,US,PHL,DFW,1,0
663.0,1135.0,273.0,AS,DFW,SEA,6,0
4840.0,375.0,89.0,OO,BIL,SLC,5,0
459.0,1185.0,201.0,B6,BOS,FLL,1,0
1849.0,896.0,104.0,DL,CMH,ATL,4,0
2307.0,545.0,155.0,AA,ORD,DFW,3,0
5168.0,757.0,56.0,EV,ATL,AVL,2,0
868.0,420.0,156.0,FL,MSP,ATL,5,0
2442.0,945.0,54.0,XE,IAH,LFT,2,0
288.0,1155.0,105.0,US,SJC,PHX,3,0
2549.0,1140.0,145.0,WN,DEN,IND,5,0
2978.0,950.0,145.0,WN,MCO,ISP,7,0
3307.0,390.0,80.0,MQ,DFW,CRP,5,0
996.0,415.0,160.0,FL,BOS,MKE,1,0
794.0,1060.0,210.0,AA,LAS,ORD,7,0
96.0,375.0,85.0,FL,RDU,ATL,4,0
330.0,1195.0,126.0,F9,MKE,BOS,7,0
2750.0,360.0,100.0,MQ,JAN,DFW,3,0
5340.0,970.0,83.0,EV,ATL,ROA,5,0
2432.0,490.0,144.0,XE,IAH,PBI,5,0
2959.0,390.0,92.0,XE,MOB,IAH,6,0
2206.0,385.0,65.0,WN,RDU,BWI,5,0
966.0,370.0,292.0,UA,LAX,IAD,6,0
2638.0,680.0,67.0,XE,EWR,MHT,4,0
313.0,545.0,165.0,AA,LGA,ORD,3,0
540.0,1150.0,180.0,AA,MIA,DTW,4,0
2855.0,795.0,70.0,MQ,DFW,HOU,2,0
1619.0,950.0,300.0,DL,DTW,LAX,2,0
6291.0,761.0,111.0,OO,LAX,ELP,1,0
4268.0,985.0,90.0,9E,PNS,MEM,6,0
3074.0,515.0,74.0,XE,EWR,PVD,4,0
3769.0,570.0,125.0,MQ,ATL,ORD,5,0
1681.0,1180.0,124.0,DL,EWR,DTW,4,0
5983.0,596.0,99.0,XE,BNA,ORD,3,0
4973.0,660.0,76.0,EV,ATL,VPS,1,0
1440.0,649.0,101.0,DL,ATL,PIT,3,0
83.0,630.0,117.0,FL,ATL,FLL,4,0
2453.0,915.0,200.0,AA,DFW,LAX,3,0
29.0,690.0,261.0,US,ATL,PHX,5,0
1713.0,500.0,220.0,WN,STL,PHX,1,0
2710.0,1260.0,72.0,XE,DCA,EWR,4,0
1475.0,450.0,70.0,WN,SMF,BUR,5,0
2431.0,575.0,59.0,XE,CLE,IND,1,0
2223.0,770.0,61.0,XE,IAH,CRP,7,0
7253.0,528.0,108.0,YV,ORD,RDU,5,0
1222.0,895.0,81.0,US,CLT,BWI,1,0
251.0,1070.0,324.0,US,PHL,PHX,4,0
3299.0,1250.0,70.0,MQ,DFW,MAF,4,0
3339.0,920.0,65.0,MQ,DFW,AEX,3,0
6957.0,530.0,118.0,OO,MAF,DEN,4,0
1528.0,990.0,205.0,AA,SFO,DFW,4,0
4306.0,995.0,135.0,MQ,RIC,ORD,1,0
7291.0,425.0,73.0,YV,IAD,LGA,3,0
2887.0,940.0,80.0,WN,OAK,SNA,4,0
97.0,1270.0,272.0,B6,JFK,DEN,7,0
5573.0,897.0,119.0,EV,ATL,XNA,2,0
1599.0,610.0,70.0,AA,DFW,IAH,7,0
745.0,1137.0,177.0,UA,DEN,PDX,2,0
5012.0,1296.0,139.0,EV,ATL,ICT,7,0
2285.0,1150.0,145.0,DL,ATL,IAH,1,0
5176.0,365.0,94.0,EV,VPS,MEM,5,0
325.0,745.0,130.0,AS,SJC,SEA,7,0
1370.0,815.0,245.0,WN,MCI,OAK,4,0
2201.0,1135.0,75.0,XE,CLE,RIC,4,0
6680.0,1152.0,108.0,OO,BOI,DEN,4,0
2466.0,1144.0,84.0,XE,MAF,IAH,7,0
2370.0,1079.0,190.0,DL,LGA,PBI,4,0
346.0,705.0,159.0,B6,SRQ,JFK,4,0
1411.0,775.0,169.0,B6,MCO,AUS,6,0
5362.0,360.0,120.0,EV,SHV,ATL,7,0
4090.0,1265.0,130.0,MQ,ORD,OKC,4,0
1810.0,510.0,135.0,AA,DFW,CLT,4,0
947.0,500.0,90.0,WN,BNA,MDW,3,0
6419.0,514.0,48.0,OO,SEA,PDX,1,0
707.0,1335.0,95.0,FL,ATL,DAY,1,0
1410.0,925.0,142.0,B6,AUS,MCO,1,0
590.0,900.0,162.0,B6,PBI,HPN,7,0
1428.0,425.0,80.0,WN,ABQ,PHX,6,0
1436.0,550.0,75.0,AA,IAH,DFW,2,0
1875.0,857.0,183.0,DL,BDL,MSP,4,0
1953.0,1071.0,216.0,DL,MCO,MSP,1,0
2529.0,455.0,87.0,XE,EWR,BTV,5,0
2160.0,1295.0,120.0,AA,MIA,ATL,5,0
4193.0,1175.0,135.0,MQ,RIC,ORD,2,0
6544.0,1160.0,108.0,OH,BUF,JFK,4,0
1454.0,793.0,174.0,FL,HPN,PBI,2,0
1602.0,360.0,100.0,AA,ELP,DFW,6,0
4245.0,1068.0,118.0,9E,DTW,PWM,4,0
1494.0,510.0,127.0,US,MIA,CLT,4,0
648.0,695.0,135.0,FL,PBI,BWI,5,0
599.0,630.0,195.0,AA,LGA,MIA,1,0
688.0,960.0,136.0,UA,ORD,LGA,5,0
88.0,850.0,337.0,UA,SFO,EWR,3,0
2461.0,765.0,140.0,DL,PHL,ATL,5,0
3717.0,1130.0,155.0,MQ,IAH,ORD,3,0
1581.0,540.0,370.0,CO,EWR,SEA,5,0
3902.0,540.0,110.0,MQ,ORD,XNA,4,0
349.0,1149.0,64.0,DL,ATL,TLH,1,0
1182.0,955.0,116.0,DL,SEA,SLC,2,0
2664.0,785.0,157.0,YV,SAT,CLT,4,0
2723.0,1160.0,189.0,DL,MSP,MCO,2,0
2227.0,965.0,114.0,DL,ATL,FLL,1,0
400.0,686.0,135.0,UA,SAN,DEN,5,0
1442.0,565.0,160.0,WN,LAS,OMA,6,0
2543.0,1005.0,219.0,DL,ATL,ABQ,6,0
1310.0,1043.0,87.0,DL,IND,DTW,5,0
1186.0,760.0,81.0,DL,JAX,ATL,7,0
6810.0,1305.0,49.0,OO,PDX,SEA,1,0
7806.0,665.0,86.0,OO,SLC,COD,6,0
1181.0,720.0,113.0,US,PBI,CLT,1,0
6315.0,420.0,120.0,OH,RDU,MCO,2,0
967.0,360.0,125.0,FL,ACY,ATL,1,0
2808.0,875.0,115.0,MQ,DFW,MLI,5,0
369.0,980.0,178.0,B6,LGA,PBI,2,0
6574.0,1075.0,119.0,OH,JFK,CLE,2,0
2618.0,564.0,106.0,YV,CLT,SYR,7,0
378.0,410.0,61.0,CO,SAT,IAH,3,0
1224.0,360.0,101.0,B6,RDU,BOS,6,0
4270.0,1052.0,137.0,9E,PIT,MEM,5,0
164.0,1030.0,240.0,FL,SJU,ATL,2,0
2015.0,445.0,240.0,WN,SAN,MDW,3,0
2284.0,1020.0,197.0,DL,SLC,BNA,1,0
337.0,360.0,137.0,UA,PHL,ORD,4,0
745.0,1125.0,177.0,UA,DEN,PDX,3,0
2810.0,995.0,158.0,DL,FLL,MEM,5,0
2735.0,520.0,80.0,YV,PHX,LGB,4,0
1684.0,1365.0,265.0,DL,SJC,ATL,5,0
1703.0,370.0,87.0,US,PVD,DCA,6,0
7049.0,431.0,58.0,OO,PDX,OTH,6,0
1323.0,465.0,135.0,WN,GEG,OAK,3,0
861.0,1154.0,108.0,UA,BOS,IAD,4,0
2915.0,1045.0,95.0,WN,LAS,OAK,5,0
1823.0,605.0,59.0,DL,DTW,GRR,3,0
590.0,900.0,162.0,B6,PBI,HPN,2,0
2727.0,735.0,115.0,DL,ATL,FLL,7,0
1053.0,385.0,143.0,US,PVD,CLT,1,0
3610.0,785.0,110.0,MQ,BHM,MIA,7,0
759.0,425.0,70.0,WN,SJC,ONT,4,0
3386.0,975.0,130.0,MQ,CID,DFW,1,0
922.0,495.0,80.0,WN,MCI,MDW,2,0
2344.0,690.0,135.0,AA,DFW,ORD,5,0
7073.0,1020.0,101.0,EV,IAD,CHS,2,0
967.0,575.0,85.0,WN,MSY,BNA,5,0
6274.0,984.0,90.0,OO,ICT,DEN,1,0
175.0,696.0,99.0,FL,ATL,RSW,2,0
6563.0,1079.0,60.0,OO,ORD,MBS,2,0
1236.0,978.0,72.0,DL,MKE,DTW,3,0
6482.0,381.0,128.0,OO,FAR,DEN,5,0
37.0,809.0,171.0,CO,EWR,MCO,2,0
591.0,745.0,147.0,AS,PSP,PDX,4,0
860.0,575.0,140.0,WN,PBI,BWI,3,0
984.0,630.0,98.0,FL,ATL,PIT,1,0
2727.0,590.0,80.0,YV,PHX,ELP,7,0
793.0,1106.0,154.0,CO,MCO,EWR,1,0
1005.0,1230.0,190.0,AA,FLL,ORD,7,0
1663.0,965.0,335.0,AA,MIA,LAS,1,0
6588.0,1019.0,48.0,OO,ASE,DEN,4,0
2754.0,440.0,90.0,MQ,LFT,DFW,7,0
399.0,945.0,240.0,AA,DFW,SFO,4,0
6407.0,345.0,45.0,OO,FAT,SFO,3,0
970.0,795.0,73.0,US,PHL,BOS,2,0
859.0,1340.0,82.0,FL,ATL,MCO,5,0
3072.0,610.0,63.0,OO,IND,MKE,3,0
343.0,1010.0,155.0,WN,BWI,TPA,7,0
4098.0,420.0,135.0,9E,RDU,JFK,3,0
650.0,555.0,170.0,WN,TUL,PHX,3,0
2968.0,1130.0,65.0,WN,PHX,SAN,2,0
345.0,582.0,146.0,UA,ORD,MSY,3,0
2894.0,596.0,113.0,YV,PHX,DRO,1,0
4247.0,1115.0,125.0,MQ,BUF,ORD,2,0
1628.0,1110.0,85.0,DL,MEM,ATL,1,0
1807.0,575.0,260.0,AA,EWR,DFW,4,0
145.0,585.0,34.0,HA,OGG,HNL,5,0
6649.0,915.0,83.0,OH,CVG,DTW,5,0
7257.0,1060.0,77.0,YV,DTW,ORD,4,0
977.0,735.0,159.0,US,PHL,PBI,7,0
6655.0,360.0,114.0,OH,OMA,MEM,2,0
2179.0,900.0,78.0,US,LGA,DCA,3,0
3230.0,575.0,55.0,MQ,DFW,TXK,7,0
1134.0,540.0,105.0,WN,BWI,IND,5,0
2019.0,1150.0,170.0,AA,LGA,STL,7,0
1286.0,790.0,159.0,US,MSY,PHL,5,0
2324.0,370.0,170.0,XE,CVG,IAH,5,0
5577.0,578.0,85.0,EV,ATL,EVV,5,0
2626.0,340.0,118.0,DL,FLL,ATL,6,0
357.0,540.0,120.0,AS,OAK,SEA,4,0
1279.0,790.0,160.0,AA,DFW,PHX,1,0
92.0,645.0,86.0,FL,RDU,ATL,4,0
3710.0,1055.0,105.0,MQ,ORD,XNA,2,0
5514.0,860.0,78.0,EV,MEI,ATL,5,0
2939.0,345.0,120.0,DL,DCA,ATL,4,0
4488.0,400.0,99.0,MQ,CRW,LGA,5,0
1774.0,1149.0,103.0,DL,SRQ,ATL,6,0
395.0,705.0,158.0,US,LAS,DFW,1,0
1635.0,905.0,250.0,AA,JFK,SJU,7,0
2652.0,914.0,106.0,YV,CLT,EWR,6,0
2030.0,690.0,84.0,US,DCA,BOS,3,0
2521.0,615.0,197.0,DL,LGA,RSW,3,0
7015.0,360.0,89.0,OO,LAS,SFO,1,0
7048.0,616.0,80.0,OO,DEN,ICT,3,0
6966.0,886.0,79.0,OO,SFO,PSP,5,0
3763.0,410.0,105.0,WN,OAK,SLC,4,0
2170.0,729.0,131.0,DL,SAT,ATL,2,0
1671.0,985.0,145.0,WN,ALB,MDW,3,0
2097.0,745.0,190.0,WN,LAX,MCI,5,0
3939.0,360.0,105.0,MQ,BNA,ORD,3,0
177.0,580.0,340.0,B6,JFK,PHX,6,0
526.0,975.0,171.0,CO,IAH,BWI,3,0
4494.0,1020.0,79.0,OO,BIL,SLC,7,0
6302.0,450.0,132.0,OH,CVG,BOS,1,0
900.0,624.0,101.0,UA,SAN,SFO,2,0
1697.0,965.0,115.0,AA,STL,DFW,4,0
1669.0,1140.0,95.0,DL,ATL,MCO,2,0
2078.0,550.0,73.0,XE,IAH,MFE,5,0
3232.0,860.0,75.0,MQ,DFW,SGF,6,0
3020.0,555.0,65.0,MQ,FAT,LAX,4,0
2222.0,945.0,125.0,AA,DFW,ATL,3,0
1192.0,815.0,160.0,AA,DFW,ORF,5,0
5586.0,726.0,74.0,EV,ATL,VPS,7,0
232.0,390.0,154.0,AS,SEA,SAN,1,0
2454.0,1005.0,180.0,AA,LAX,DFW,1,0
4284.0,810.0,85.0,MQ,EVV,ORD,2,0
297.0,463.0,372.0,UA,BWI,SFO,2,0
2481.0,1170.0,63.0,XE,IAH,CRP,4,0
1336.0,1185.0,165.0,WN,MCO,MHT,5,0
1278.0,730.0,116.0,DL,ATL,MDW,6,0
685.0,560.0,125.0,WN,MDW,BDL,5,0
897.0,573.0,106.0,UA,BOS,IAD,6,0
2896.0,944.0,76.0,XE,JAN,IAH,4,0
1402.0,1155.0,113.0,US,RSW,CLT,3,0
2025.0,480.0,94.0,US,BOS,DCA,5,0
5113.0,620.0,60.0,EV,DHN,ATL,6,0
451.0,719.0,140.0,F9,LGA,MKE,4,0
525.0,937.0,148.0,FL,BWI,TPA,5,0
2314.0,1245.0,155.0,WN,MCO,BUF,7,0
5326.0,990.0,72.0,EV,TRI,ATL,6,0
1989.0,565.0,118.0,US,CLT,RSW,2,0
4885.0,1205.0,143.0,OO,SLC,TUL,3,0
743.0,686.0,152.0,UA,DEN,GEG,2,0
1259.0,755.0,125.0,AA,DFW,DEN,7,0
3097.0,915.0,155.0,XE,IND,IAH,4,0
2439.0,870.0,65.0,WN,BOI,GEG,2,0
409.0,1155.0,100.0,AA,MCI,DFW,4,0
4067.0,360.0,140.0,MQ,RIC,ORD,1,0
6266.0,595.0,98.0,OH,DCA,BOS,7,0
101.0,383.0,49.0,HA,ITO,HNL,2,0
6857.0,438.0,58.0,OO,GJT,DEN,4,0
3681.0,825.0,130.0,MQ,GSO,MIA,6,0
127.0,807.0,84.0,FL,ATL,TPA,6,0
245.0,1260.0,164.0,AS,LAX,SEA,7,0
2464.0,875.0,55.0,AA,DFW,OKC,4,0
1174.0,870.0,105.0,WN,HOU,BNA,3,0
2036.0,530.0,90.0,WN,BHM,MCO,2,0
427.0,1010.0,300.0,CO,SAN,EWR,1,0
2189.0,1200.0,77.0,US,LGA,DCA,5,0
1234.0,520.0,122.0,DL,SLC,SNA,7,0
644.0,990.0,65.0,WN,BUR,SJC,1,0
1517.0,380.0,180.0,CO,MSP,IAH,6,0
1306.0,785.0,95.0,WN,ABQ,LAS,5,0
3373.0,495.0,80.0,MQ,CRP,DFW,5,0
5578.0,660.0,82.0,EV,CMH,DCA,6,0
427.0,1314.0,185.0,B6,BOS,PBI,7,0
498.0,1047.0,118.0,UA,DEN,DFW,6,0
5097.0,960.0,112.0,EV,CAK,ATL,4,0
200.0,1435.0,281.0,B6,LAS,JFK,1,0
4406.0,479.0,111.0,MQ,JFK,RDU,1,0
729.0,1085.0,239.0,US,PHL,DFW,6,0
4041.0,920.0,50.0,MQ,ORD,BMI,1,0
2542.0,689.0,92.0,XE,CLE,MHT,4,0
377.0,752.0,188.0,CO,RSW,EWR,7,0
428.0,620.0,74.0,FL,ATL,PNS,1,0
1581.0,704.0,94.0,FL,BKG,ATL,5,0
6321.0,452.0,46.0,OO,LAX,SAN,5,0
322.0,490.0,68.0,CO,MSY,IAH,6,0
398.0,1439.0,305.0,FL,SEA,ATL,5,0
7275.0,527.0,119.0,YV,ORD,PHL,2,0
204.0,420.0,82.0,B6,SFO,LGB,4,0
143.0,372.0,174.0,UA,TPA,ORD,3,0
5095.0,860.0,70.0,EV,BNA,ATL,5,0
378.0,1091.0,169.0,B6,FLL,LGA,5,0
425.0,1120.0,194.0,B6,BOS,PBI,3,0
88.0,850.0,337.0,UA,SFO,EWR,2,0
1389.0,870.0,70.0,DL,BOS,LGA,4,0
7219.0,373.0,60.0,YV,ORF,IAD,3,0
1093.0,830.0,139.0,US,PHL,ORD,3,0
3920.0,755.0,100.0,WN,OKC,DEN,7,0
1727.0,860.0,180.0,WN,FLL,STL,5,0
6272.0,835.0,55.0,OH,EVV,CVG,1,0
1716.0,840.0,165.0,AA,DFW,BWI,1,0
3212.0,690.0,70.0,MQ,DFW,LIT,7,0
2530.0,600.0,162.0,DL,MSP,BOS,5,0
2646.0,420.0,208.0,DL,PHX,ATL,6,0
3925.0,955.0,72.0,9E,MSP,CID,5,0
3673.0,440.0,70.0,WN,MDW,CMH,1,0
6542.0,614.0,64.0,OO,DEN,DRO,7,0
4507.0,525.0,100.0,OO,DEN,SLC,3,0
2662.0,770.0,111.0,YV,STL,CLT,4,0
2721.0,690.0,240.0,DL,MSP,LAX,5,0
6853.0,607.0,68.0,OO,CWA,ORD,7,0
3241.0,960.0,80.0,MQ,LIT,DFW,3,0
1872.0,380.0,90.0,DL,TPA,ATL,3,0
2099.0,455.0,142.0,DL,ATL,MCI,2,0
2024.0,1145.0,115.0,DL,ATL,BWI,5,0
2489.0,585.0,110.0,DL,ATL,MSY,2,0
2229.0,700.0,140.0,AA,DFW,HDN,1,0
262.0,499.0,72.0,UA,IAD,RDU,4,0
863.0,385.0,75.0,WN,MSY,HOU,4,0
1310.0,420.0,160.0,AA,DFW,IAD,3,0
5394.0,1310.0,119.0,EV,ATL,MLI,7,0
5432.0,1175.0,84.0,EV,MEM,VPS,5,0
1712.0,785.0,74.0,US,CLT,DCA,5,0
7281.0,610.0,90.0,YV,CLT,IAD,5,0
1353.0,430.0,90.0,WN,BNA,MDW,5,0
2948.0,540.0,263.0,DL,SAN,DTW,4,0
2692.0,1280.0,53.0,XE,IAH,LFT,3,0
4375.0,1160.0,115.0,9E,ALB,DTW,4,0
5508.0,700.0,139.0,EV,IAH,CVG,4,0
2865.0,770.0,65.0,YV,FLG,PHX,5,0
1008.0,1080.0,35.0,YV,HNL,OGG,6,0
599.0,630.0,195.0,AA,LGA,MIA,6,0
1596.0,360.0,225.0,AA,PDX,DFW,3,0
741.0,1001.0,130.0,UA,MDT,ORD,4,0
515.0,420.0,175.0,AS,SNA,SEA,5,0
536.0,1250.0,153.0,AS,SEA,ONT,4,0
2192.0,420.0,195.0,WN,LIT,PHX,2,0
146.0,795.0,153.0,CO,IAH,ORD,2,0
22.0,885.0,335.0,HA,HNL,SEA,4,0
6293.0,398.0,102.0,OO,FSD,DEN,2,0
295.0,1070.0,198.0,UA,DEN,BWI,1,0
2736.0,540.0,178.0,DL,PHX,MEM,7,0
1441.0,715.0,240.0,AA,DFW,SFO,5,0
2210.0,715.0,130.0,AA,EGE,DFW,7,0
4006.0,855.0,95.0,MQ,ORD,CHA,6,0
1460.0,675.0,288.0,US,SFO,CLT,6,0
2138.0,1080.0,75.0,US,LGA,BOS,3,0
2214.0,620.0,135.0,WN,MCO,CMH,5,0
3925.0,910.0,90.0,MQ,LEX,ORD,5,0
3057.0,635.0,65.0,MQ,FAT,LAX,3,0
1308.0,765.0,175.0,AA,LAX,AUS,6,0
4826.0,375.0,150.0,OO,FAR,SLC,5,0
1623.0,518.0,67.0,CO,IAH,MSY,4,0
1415.0,700.0,215.0,US,CLT,STX,6,0
2337.0,940.0,155.0,AA,ORD,DFW,4,0
5273.0,1205.0,146.0,EV,DTW,JAX,6,0
2854.0,1100.0,50.0,MQ,DFW,GRK,4,0
2489.0,587.0,108.0,DL,ATL,MSY,3,0
466.0,810.0,155.0,AS,SEA,LAX,4,0
1701.0,585.0,179.0,DL,BOS,ATL,7,0
5916.0,1280.0,70.0,XE,ORD,CAK,4,0
1704.0,1329.0,108.0,US,CLT,BDL,6,0
967.0,994.0,348.0,UA,IAD,LAX,4,0
3960.0,855.0,109.0,9E,DTW,GSP,4,0
3332.0,350.0,70.0,MQ,LBB,DFW,3,0
765.0,830.0,245.0,WN,SMF,MDW,7,0
3754.0,510.0,165.0,MQ,ORD,AUS,7,0
122.0,462.0,50.0,HA,HNL,ITO,4,0
2771.0,1075.0,133.0,XE,IAH,OMA,4,0
923.0,630.0,130.0,WN,TPA,BWI,5,0
7054.0,902.0,80.0,OO,SNA,SFO,4,0
1701.0,845.0,190.0,AA,DFW,SAN,6,0
2616.0,456.0,63.0,YV,CLT,RIC,4,0
371.0,995.0,332.0,US,EWR,PHX,4,0
3038.0,525.0,50.0,MQ,SBA,LAX,4,0
1215.0,535.0,65.0,WN,LAS,SAN,2,0
4414.0,370.0,95.0,MQ,RDU,JFK,7,0
3763.0,695.0,68.0,9E,FSM,MEM,4,0
17.0,100.0,380.0,HA,LAS,HNL,3,0
2094.0,420.0,112.0,DL,MLB,ATL,7,0
2978.0,490.0,71.0,XE,BTR,IAH,4,0
431.0,970.0,80.0,DL,ATL,CLT,7,0
4711.0,900.0,74.0,OO,GFK,MSP,3,0
3845.0,360.0,106.0,9E,AVP,DTW,5,0
5411.0,1140.0,157.0,EV,HPN,ATL,3,0
